0.2670611304,	0.631836824,	-0.1780446151
-0.1264916937,	0.6355722419,	-0.1748079434
0.1674328047,	0.7856847597,	-0.1767721758
0.3991085784,	0.781506731,	-0.177413396
-0.03074264854,	0.7785611344,	-0.1744806229
-0.1978528934,	0.7821023008,	-0.1726922074
0.05478938155,	0.6326825305,	-0.1766056204
-0.3438027309,	0.6319419408,	-0.1710864291
-0.449809671,	0.7830276686,	-0.1691626721
-0.5606053026,	0.6309947816,	-0.1674206309
